engine,kind,phash,dataset,split,seed,n,n_budget_truncated,acc_orig,acc_strict,acc_perm,acc_matched_strict,acc_matched_perm,unparsed_orig,unparsed_strict,mean_think
vllm,static_budget,974b1c9039,gpqa_diamond,test,5,198,65,0.2828282828282828,0.2828282828282828,0.29797979797979796,0.25252525252525254,0.26262626262626265,0.04040404040404044,0.04040404040404044,1914.7222222222222
vllm,static_budget,974b1c9039,gpqa_diamond,test,6,198,54,0.35858585858585856,0.35858585858585856,0.3686868686868687,0.3282828282828283,0.3333333333333333,0.04040404040404044,0.04040404040404044,1914.6010101010102
vllm,static_budget,974b1c9039,gpqa_diamond,test,7,198,55,0.29797979797979796,0.29797979797979796,0.30303030303030304,0.2676767676767677,0.2777777777777778,0.03535353535353536,0.03535353535353536,1934.6515151515152
vllm,static_budget,974b1c9039,gsm8k,dev,0,200,1,0.875,0.91,0.91,0.91,0.91,0.06999999999999995,0.010000000000000009,1085.4
vllm,static_budget,974b1c9039,gsm8k,test,0,250,3,0.86,0.86,0.864,0.86,0.864,0.020000000000000018,0.020000000000000018,1310.376
vllm,static_budget,974b1c9039,gsm8k,test,1,250,3,0.884,0.884,0.884,0.888,0.888,0.0,0.0,1284.636
vllm,static_budget,974b1c9039,gsm8k,test,2,250,3,0.884,0.884,0.888,0.884,0.888,0.008000000000000007,0.008000000000000007,1295.952
vllm,static_budget,974b1c9039,gsm8k,test,3,250,5,0.848,0.848,0.86,0.848,0.86,0.02400000000000002,0.02400000000000002,1290.168
vllm,static_budget,974b1c9039,gsm8k,test,4,250,5,0.864,0.864,0.868,0.86,0.868,0.020000000000000018,0.020000000000000018,1243.716
vllm,static_budget,974b1c9039,gsm8k,test,5,250,5,0.868,0.868,0.872,0.868,0.876,0.020000000000000018,0.020000000000000018,1285.568
vllm,static_budget,974b1c9039,gsm8k,test,6,250,4,0.84,0.84,0.84,0.836,0.836,0.016000000000000014,0.016000000000000014,1262.98
vllm,static_budget,974b1c9039,gsm8k,test,7,250,6,0.836,0.836,0.848,0.832,0.844,0.02400000000000002,0.02400000000000002,1277.964
vllm,static_budget,974b1c9039,math500,test,0,500,78,0.776,0.776,0.78,0.71,0.716,0.04400000000000004,0.04400000000000004,1747.186
vllm,static_budget,974b1c9039,math500,test,1,500,70,0.776,0.776,0.778,0.714,0.724,0.04400000000000004,0.04400000000000004,1703.052
